ReferenceGenome,SRA_Data
GCF_001900295.1_ASM190029v1_genomic.gbff.gz,SRR6818395
GCF_001900315.1_ASM190031v1_genomic.gbff.gz,SRR6818208
GCF_001900335.1_ASM190033v1_genomic.gbff.gz,SRR6818039
GCF_001900355.1_ASM190035v1_genomic.gbff.gz,SRR6818287
GCF_001900375.1_ASM190037v1_genomic.gbff.gz,SRR6817901
GCF_001900395.1_ASM190039v1_genomic.gbff.gz,SRR6817711
GCF_001900415.1_ASM190041v1_genomic.gbff.gz,SRR6817889
GCF_001900435.1_ASM190043v1_genomic.gbff.gz,SRR6818256
GCF_001900455.1_ASM190045v1_genomic.gbff.gz,SRR17971308
GCF_001900475.1_ASM190047v1_genomic.gbff.gz,SRR17971310
GCF_001900495.1_ASM190049v1_genomic.gbff.gz,SRR18017793
GCF_001900515.1_ASM190051v1_genomic.gbff.gz,SRR18019551
GCF_001900535.1_ASM190053v1_genomic.gbff.gz,SRR13260923
GCF_001900555.1_ASM190055v1_genomic.gbff.gz,SRR12343859
GCF_001900575.1_ASM190057v1_genomic.gbff.gz,SRR12343865
GCF_001900595.1_ASM190059v1_genomic.gbff.gz,SRR12343866
GCF_001900615.1_ASM190061v1_genomic.gbff.gz,SRR12518019
GCF_001900635.1_ASM190063v1_genomic.gbff.gz,SRR12518022
GCF_001900655.1_ASM190065v1_genomic.gbff.gz,SRR21133422
GCF_001900675.1_ASM190067v1_genomic.gbff.gz,SRR21133421
GCF_001900695.1_ASM190069v1_genomic.gbff.gz,SRR21133401
GCF_001900715.1_ASM190071v1_genomic.gbff.gz,SRR21133395
GCF_001900735.1_ASM190073v1_genomic.gbff.gz,SRR21133400
GCF_001900775.1_ASM190077v1_genomic.gbff.gz,SRR21133419
GCF_001900795.1_ASM190079v1_genomic.gbff.gz,SRR21133418
GCF_001900815.1_ASM190081v1_genomic.gbff.gz,SRR18098684
GCF_001900835.1_ASM190083v1_genomic.gbff.gz,SRR18686634
GCF_001900885.1_ASM190088v1_genomic.gbff.gz,SRR12343871
GCF_001900905.1_ASM190090v1_genomic.gbff.gz,SRR12343874
GCF_001900925.1_ASM190092v1_genomic.gbff.gz,SRR12343875
GCF_001900945.1_ASM190094v1_genomic.gbff.gz,SRR12343878
GCF_001900965.1_ASM190096v1_genomic.gbff.gz,SRR12343882
GCF_001900985.1_ASM190098v1_genomic.gbff.gz,SRR12343883
GCF_001901005.1_ASM190100v1_genomic.gbff.gz,SRR12343895
GCF_001901025.1_ASM190102v1_genomic.gbff.gz,SRR12343896
GCF_001901045.1_ASM190104v1_genomic.gbff.gz,SRR12343899
GCF_001901065.1_ASM190106v1_genomic.gbff.gz,SRR12343903
GCF_001901085.1_ASM190108v1_genomic.gbff.gz,SRR12343904
GCF_001901105.1_ASM190110v1_genomic.gbff.gz,SRR11855946
GCF_001901125.1_ASM190112v1_genomic.gbff.gz,SRR11855947
GCF_001901145.1_ASM190114v1_genomic.gbff.gz,SRR12343905
GCF_001901165.1_ASM190116v1_genomic.gbff.gz,SRR12343906
GCF_001901185.1_ASM190118v1_genomic.gbff.gz,SRR12343907
GCF_001901215.1_ASM190121v1_genomic.gbff.gz,SRR12343909
GCF_001901315.1_ASM190131v1_genomic.gbff.gz,SRR12343912
GCF_001901365.1_ASM190136v1_genomic.gbff.gz,SRR12343916
GCF_001901405.1_ASM190140v1_genomic.gbff.gz,SRR12343919
GCF_001901425.1_ASM190142v1_genomic.gbff.gz,SRR12343920
GCF_001901445.1_ASM190144v1_genomic.gbff.gz,SRR12343925
GCF_001901465.1_ASM190146v1_genomic.gbff.gz,SRR12343926
GCF_001901705.1_ASM190170v1_genomic.gbff.gz,SRR12343937
GCF_001902195.1_ASM190219v1_genomic.gbff.gz,SRR12343938
GCF_001902215.1_ASM190221v1_genomic.gbff.gz,SRR12343940
GCF_001902235.1_ASM190223v1_genomic.gbff.gz,SRR12343941
GCF_001902255.1_ASM190225v1_genomic.gbff.gz,SRR12343952
GCF_001902275.1_ASM190227v1_genomic.gbff.gz,SRR12343985
GCF_001902295.1_ASM190229v1_genomic.gbff.gz,SRR12344007
GCF_001902315.1_ASM190231v1_genomic.gbff.gz,SRR12344018
GCF_001902335.1_ASM190233v1_genomic.gbff.gz,SRR12343929
GCF_001902355.1_ASM190235v1_genomic.gbff.gz,SRR12343858
GCF_001902375.1_ASM190237v1_genomic.gbff.gz,SRR12343869
GCF_001902395.1_ASM190239v1_genomic.gbff.gz,SRR12343880
GCF_001902415.1_ASM190241v1_genomic.gbff.gz,SRR12343891
GCF_001902435.1_ASM190243v1_genomic.gbff.gz,SRR12343939
GCF_001902455.1_ASM190245v1_genomic.gbff.gz,SRR12343930
GCF_001902475.1_ASM190247v1_genomic.gbff.gz,SRR12343860
GCF_001902495.1_ASM190249v1_genomic.gbff.gz,SRR12343864
GCF_001902515.1_ASM190251v1_genomic.gbff.gz,SRR12343870
GCF_001902535.1_ASM190253v1_genomic.gbff.gz,SRR12343872
GCF_001902555.1_ASM190255v1_genomic.gbff.gz,SRR12343876
GCF_001908255.1_ASM190825v1_genomic.gbff.gz,SRR12343877
GCF_001908275.1_ASM190827v1_genomic.gbff.gz,SRR12343886
GCF_001908295.1_ASM190829v1_genomic.gbff.gz,SRR12343889
GCF_001908315.1_ASM190831v1_genomic.gbff.gz,SRR12343890
GCF_001908335.2_ASM190833v2_genomic.gbff.gz,SRR12343893
GCF_001908375.1_ASM190837v1_genomic.gbff.gz,SRR12343910
GCF_001908415.1_ASM190841v1_genomic.gbff.gz,SRR12343911
GCF_001908435.2_ASM190843v2_genomic.gbff.gz,SRR12343917
GCF_001908455.1_ASM190845v1_genomic.gbff.gz,SRR12343918
GCF_001908475.1_ASM190847v1_genomic.gbff.gz,SRR12343921
GCF_001908515.1_ASM190851v1_genomic.gbff.gz,SRR12343922
GCF_001908595.1_ASM190859v1_genomic.gbff.gz,SRR12343923
GCF_001908615.1_ASM190861v1_genomic.gbff.gz,SRR12343927
GCF_001908625.1_ASM190862v1_genomic.gbff.gz,SRR12343932
GCF_001908655.1_ASM190865v1_genomic.gbff.gz,SRR12343933
GCF_001908675.1_ASM190867v1_genomic.gbff.gz,SRR12343936
GCF_001908695.1_ASM190869v1_genomic.gbff.gz,SRR12343913
GCF_001908715.1_ASM190871v1_genomic.gbff.gz,SRR12343924
GCF_001908725.1_ASM190872v1_genomic.gbff.gz,SRR12343931
GCF_001908755.1_ASM190875v1_genomic.gbff.gz,SRR12343914
GCF_001908775.1_ASM190877v1_genomic.gbff.gz,SRR15390481
GCF_001908795.1_ASM190879v1_genomic.gbff.gz,SRR11855948
GCF_001908815.1_ASM190881v1_genomic.gbff.gz,SRR11855949
GCF_001908835.1_ASM190883v1_genomic.gbff.gz,SRR11855951
GCF_001908855.1_ASM190885v1_genomic.gbff.gz,SRR11855952
GCF_001908875.1_ASM190887v1_genomic.gbff.gz,SRR11855953
GCF_001908895.1_ASM190889v1_genomic.gbff.gz,SRR11855956
GCF_001913135.1_ASM191313v1_genomic.gbff.gz,SRR11855961
GCF_001913155.1_ASM191315v1_genomic.gbff.gz,SRR11855962
GCF_001913175.1_ASM191317v1_genomic.gbff.gz,SRR11855964
GCF_001913195.1_ASM191319v1_genomic.gbff.gz,SRR11855969
GCF_001913215.1_ASM191321v1_genomic.gbff.gz,SRR11855974
GCF_001913235.1_ASM191323v1_genomic.gbff.gz,SRR11855981
GCF_001921905.1_ASM192190v1_genomic.gbff.gz,SRR11855983
GCF_001921925.1_ASM192192v1_genomic.gbff.gz,SRR11855984
GCF_001921945.1_ASM192194v1_genomic.gbff.gz,SRR11855985
GCF_001921965.1_ASM192196v1_genomic.gbff.gz,SRR11855986
GCF_001921985.1_ASM192198v1_genomic.gbff.gz,SRR11855940
GCF_001922005.1_ASM192200v1_genomic.gbff.gz,SRR11855942
GCF_001922025.1_ASM192202v1_genomic.gbff.gz,SRR11855989
GCF_001922045.1_ASM192204v1_genomic.gbff.gz,SRR11855992
GCF_001922065.1_ASM192206v1_genomic.gbff.gz,SRR11855996
GCF_001922085.1_ASM192208v1_genomic.gbff.gz,SRR11855997
GCF_001922105.1_ASM192210v1_genomic.gbff.gz,SRR11855943
GCF_001922145.1_ASM192214v1_genomic.gbff.gz,SRR11855965
GCF_001922165.1_ASM192216v1_genomic.gbff.gz,SRR11855976
GCF_001922185.1_ASM192218v1_genomic.gbff.gz,SRR11855998
GCF_001922205.1_ASM192220v1_genomic.gbff.gz,SRR17509986
GCF_001922225.1_ASM192222v1_genomic.gbff.gz,SRR21133417
GCF_001922245.1_ASM192224v1_genomic.gbff.gz,SRR12508579
GCF_001922265.1_ASM192226v1_genomic.gbff.gz,SRR12509293
GCF_001922285.1_ASM192228v1_genomic.gbff.gz,SRR12509124
GCF_001922305.1_ASM192230v1_genomic.gbff.gz,SRR12509006
GCF_001922325.1_ASM192232v1_genomic.gbff.gz,SRR13320508
GCF_001922345.1_ASM192234v1_genomic.gbff.gz,SRR13320509
GCF_001922365.1_ASM192236v1_genomic.gbff.gz,SRR13320511
GCF_001922385.1_ASM192238v1_genomic.gbff.gz,SRR13320512
GCF_001922405.1_ASM192240v1_genomic.gbff.gz,SRR13320513
GCF_001922465.1_ASM192246v1_genomic.gbff.gz,SRR13320514
GCF_001922485.1_ASM192248v1_genomic.gbff.gz,SRR13320515
GCF_001922545.1_ASM192254v1_genomic.gbff.gz,SRR13320516
GCF_001927265.3_ASM192726v3_genomic.gbff.gz,SRR13320517
GCF_001927405.2_ASM192740v2_genomic.gbff.gz,SRR13320518
GCF_001928035.2_ASM192803v2_genomic.gbff.gz,SRR12509302
GCF_001928095.2_ASM192809v2_genomic.gbff.gz,SRR12509299
GCF_001928165.2_ASM192816v2_genomic.gbff.gz,SRR13320519
GCF_001928175.2_ASM192817v2_genomic.gbff.gz,SRR12509303
GCF_001928215.2_ASM192821v2_genomic.gbff.gz,SRR12509304
GCF_001928585.2_ASM192858v2_genomic.gbff.gz,SRR12509308
GCF_001928695.2_ASM192869v2_genomic.gbff.gz,SRR12509305
GCF_001928825.2_ASM192882v2_genomic.gbff.gz,SRR12509310
GCF_001928835.2_ASM192883v2_genomic.gbff.gz,SRR12509309
GCF_001928905.2_ASM192890v2_genomic.gbff.gz,SRR13320520
GCF_001928985.2_ASM192898v2_genomic.gbff.gz,SRR12509311
GCF_001928995.2_ASM192899v2_genomic.gbff.gz,SRR12509313
GCF_001929015.2_ASM192901v2_genomic.gbff.gz,SRR12509314
GCF_001929065.2_ASM192906v2_genomic.gbff.gz,SRR13320501
GCF_001929075.2_ASM192907v2_genomic.gbff.gz,SRR12509316
GCF_001929085.2_ASM192908v2_genomic.gbff.gz,SRR13320502
GCF_001929095.2_ASM192909v2_genomic.gbff.gz,SRR12509317
GCF_001929155.2_ASM192915v2_genomic.gbff.gz,SRR12509318
GCF_001929165.2_ASM192916v2_genomic.gbff.gz,SRR12509322
GCF_001929235.2_ASM192923v2_genomic.gbff.gz,SRR12509324
GCF_001929245.2_ASM192924v2_genomic.gbff.gz,SRR12509325
GCF_001931535.1_ASM193153v1_genomic.gbff.gz,SRR13320503
GCF_001931555.1_ASM193155v1_genomic.gbff.gz,SRR12509326
GCF_001931575.1_ASM193157v1_genomic.gbff.gz,SRR13320504
GCF_001931595.1_ASM193159v1_genomic.gbff.gz,SRR12509328
GCF_001931615.1_ASM193161v1_genomic.gbff.gz,SRR12509327
GCF_001931635.1_ASM193163v1_genomic.gbff.gz,SRR12509329
GCF_001931675.1_ASM193167v1_genomic.gbff.gz,SRR13320505
GCF_001931755.2_ASM193175v2_genomic.gbff.gz,SRR13320506
GCF_001932055.2_ASM193205v2_genomic.gbff.gz,SRR13320507
GCF_001932515.1_ASM193251v1_genomic.gbff.gz,SRR13320510
GCF_001932535.1_ASM193253v1_genomic.gbff.gz,SRR12509033
GCF_001932555.1_ASM193255v1_genomic.gbff.gz,SRR14537206
GCF_001932595.1_ASM193259v1_genomic.gbff.gz,SRR12508658
GCF_001932615.1_ASM193261v1_genomic.gbff.gz,SRR12508654
GCF_001932635.1_ASM193263v1_genomic.gbff.gz,SRR12508660
GCF_001932675.1_ASM193267v1_genomic.gbff.gz,SRR12508663
GCF_001932695.1_ASM193269v1_genomic.gbff.gz,SRR12508664
GCF_001932715.1_ASM193271v1_genomic.gbff.gz,SRR12508665
GCF_001932735.1_ASM193273v1_genomic.gbff.gz,SRR12508666
GCF_001932755.1_ASM193275v1_genomic.gbff.gz,SRR12508668
GCF_001932775.1_ASM193277v1_genomic.gbff.gz,SRR12508669
GCF_001932795.1_ASM193279v1_genomic.gbff.gz,SRR12508670
GCF_001932815.1_ASM193281v1_genomic.gbff.gz,SRR13320521
GCF_001932835.1_ASM193283v1_genomic.gbff.gz,SRR12508675
GCF_001932855.1_ASM193285v1_genomic.gbff.gz,SRR12508676
GCF_001932875.1_ASM193287v1_genomic.gbff.gz,SRR12508677
GCF_001932895.1_ASM193289v1_genomic.gbff.gz,SRR12508678
GCF_001932915.1_ASM193291v1_genomic.gbff.gz,SRR12508679
GCF_001932935.1_ASM193293v1_genomic.gbff.gz,SRR12508680
GCF_001932955.1_ASM193295v1_genomic.gbff.gz,SRR12508681
GCF_001936035.1_ASM193603v1_genomic.gbff.gz,SRR12508684
GCF_001936175.1_ASM193617v1_genomic.gbff.gz,SRR12508682
GCF_001936195.1_ASM193619v1_genomic.gbff.gz,SRR12508687
GCF_001936215.1_ASM193621v1_genomic.gbff.gz,SRR12508685
GCF_001936235.1_ASM193623v1_genomic.gbff.gz,SRR12509415
GCF_001936255.1_ASM193625v1_genomic.gbff.gz,SRR12509416
GCF_001936295.1_ASM193629v1_genomic.gbff.gz,SRR12509417
GCF_001936315.1_ASM193631v1_genomic.gbff.gz,SRR12509420
GCF_001936335.1_ASM193633v1_genomic.gbff.gz,SRR12509422
GCF_001936355.1_ASM193635v1_genomic.gbff.gz,SRR12509423
GCF_001936375.1_ASM193637v1_genomic.gbff.gz,SRR12509424
GCF_001936395.1_ASM193639v1_genomic.gbff.gz,SRR12509425
GCF_001936415.1_ASM193641v1_genomic.gbff.gz,SRR12509426
GCF_001938665.1_ASM193866v1_genomic.gbff.gz,SRR12509428
GCF_001938685.1_ASM193868v1_genomic.gbff.gz,SRR13320522
GCF_001938705.1_ASM193870v1_genomic.gbff.gz,SRR12509431
GCF_001938725.1_ASM193872v1_genomic.gbff.gz,SRR12509433
GCF_001939885.2_ASM193988v2_genomic.gbff.gz,SRR12509434
GCF_001940525.2_ASM194052v2_genomic.gbff.gz,SRR12509435
GCF_001941345.1_ASM194134v1_genomic.gbff.gz,SRR12509437
GCF_001941365.1_ASM194136v1_genomic.gbff.gz,SRR12509439
GCF_001941385.1_ASM194138v1_genomic.gbff.gz,SRR12509438
GCF_001941405.1_ASM194140v1_genomic.gbff.gz,SRR17060589
GCF_001941425.1_ASM194142v1_genomic.gbff.gz,SRR17060594
GCF_001941445.1_ASM194144v1_genomic.gbff.gz,SRR17060586
GCF_001941465.1_ASM194146v1_genomic.gbff.gz,SRR17060582
GCF_001941485.1_ASM194148v1_genomic.gbff.gz,SRR17060593
GCF_001941505.1_ASM194150v1_genomic.gbff.gz,SRR18121409
GCF_001941525.1_ASM194152v1_genomic.gbff.gz,SRR18070730
GCF_001941565.1_ASM194156v1_genomic.gbff.gz,SRR18070732
GCF_001941585.1_ASM194158v1_genomic.gbff.gz,SRR19391430
GCF_001941605.1_ASM194160v1_genomic.gbff.gz,SRR17318357
GCF_001941625.1_ASM194162v1_genomic.gbff.gz,SRR12343901
GCF_001941645.1_ASM194164v1_genomic.gbff.gz,SRR17731595
GCF_001941765.1_ASM194176v1_genomic.gbff.gz,SRR17731598
GCF_001941785.1_ASM194178v1_genomic.gbff.gz,SRR17731591
GCF_001941805.1_ASM194180v1_genomic.gbff.gz,SRR17731592
GCF_001941825.1_ASM194182v1_genomic.gbff.gz,SRR17731588
GCF_001941845.1_ASM194184v1_genomic.gbff.gz,SRR17731597
GCF_001941865.1_ASM194186v1_genomic.gbff.gz,SRR17731602
GCF_001941885.1_ASM194188v1_genomic.gbff.gz,SRR17731593
GCF_001941905.1_ASM194190v1_genomic.gbff.gz,SRR17731587
GCF_001941925.1_ASM194192v1_genomic.gbff.gz,SRR17731601
GCF_001941945.1_ASM194194v1_genomic.gbff.gz,SRR17731594
GCF_001942005.2_ASM194200v2_genomic.gbff.gz,SRR17731596
GCF_001942025.1_ASM194202v1_genomic.gbff.gz,SRR17731590
GCF_001945665.1_ASM194566v1_genomic.gbff.gz,SRR17731603
GCF_001950995.1_ASM195099v1_genomic.gbff.gz,SRR18175312
GCF_001951015.1_ASM195101v1_genomic.gbff.gz,SRR18284742
GCF_001951075.2_ASM195107v2_genomic.gbff.gz,SRR18682987
GCF_001951095.1_ASM195109v1_genomic.gbff.gz,SRR18269322
GCF_001951155.1_ASM195115v1_genomic.gbff.gz,SRR18534260
GCF_001951175.1_ASM195117v1_genomic.gbff.gz,SRR18534261
GCF_001951235.1_ASM195123v1_genomic.gbff.gz,SRR18534262
GCF_001951255.1_ASM195125v1_genomic.gbff.gz,SRR18534263
GCF_001951275.1_ASM195127v1_genomic.gbff.gz,SRR18534252
GCF_001951295.1_ASM195129v1_genomic.gbff.gz,SRR18534253
GCF_001951315.1_ASM195131v1_genomic.gbff.gz,SRR18534254
GCF_001951335.1_ASM195133v1_genomic.gbff.gz,SRR18534255
GCF_001952735.1_ASM195273v1_genomic.gbff.gz,SRR18534256
GCF_001952755.1_ASM195275v1_genomic.gbff.gz,SRR18534257
GCF_001952775.1_ASM195277v1_genomic.gbff.gz,SRR18534258
GCF_001952795.1_ASM195279v1_genomic.gbff.gz,SRR18534259
GCF_001952815.1_ASM195281v1_genomic.gbff.gz,SRR18534264
GCF_001952835.1_ASM195283v1_genomic.gbff.gz,SRR18534265
GCF_001952875.1_ASM195287v1_genomic.gbff.gz,SRR18299193
GCF_001952895.1_ASM195289v1_genomic.gbff.gz,SRR18299196
GCF_001952915.1_ASM195291v1_genomic.gbff.gz,SRR18299197
GCF_001952935.1_ASM195293v1_genomic.gbff.gz,SRR18299198
GCF_001952955.1_ASM195295v1_genomic.gbff.gz,SRR18299168
GCF_001952995.1_ASM195299v1_genomic.gbff.gz,SRR18299169
GCF_001953015.1_ASM195301v1_genomic.gbff.gz,SRR18299170
GCF_001953035.1_ASM195303v1_genomic.gbff.gz,SRR18299171
GCF_001953055.1_ASM195305v1_genomic.gbff.gz,SRR18299179
GCF_001953075.1_ASM195307v1_genomic.gbff.gz,SRR18299190
GCF_001953135.1_ASM195313v1_genomic.gbff.gz,SRR18299201
GCF_001953155.1_ASM195315v1_genomic.gbff.gz,SRR18299202
GCF_001953175.1_ASM195317v1_genomic.gbff.gz,SRR18274963
GCF_001953195.1_ASM195319v1_genomic.gbff.gz,SRR18274959
GCF_001953215.1_ASM195321v1_genomic.gbff.gz,SRR18274958
GCF_001953235.1_ASM195323v1_genomic.gbff.gz,SRR18274956
GCF_001953255.1_ASM195325v1_genomic.gbff.gz,SRR18274962
GCF_001953675.1_ASM195367v1_genomic.gbff.gz,SRR18274957
GCF_001953695.1_ASM195369v1_genomic.gbff.gz,SRR14431651
GCF_001953935.1_ASM195393v1_genomic.gbff.gz,SRR18292863
GCF_001953955.1_ASM195395v1_genomic.gbff.gz,SRR14194955
GCF_001955695.1_ASM195569v1_genomic.gbff.gz,SRR18328646
GCF_001955715.1_ASM195571v1_genomic.gbff.gz,SRR18329060
GCF_001955735.1_ASM195573v1_genomic.gbff.gz,SRR18329058
GCF_001956655.1_ASM195665v2_genomic.gbff.gz,SRR18329062
GCF_001956675.1_ASM195667v1_genomic.gbff.gz,SRR18297517
GCF_001956695.1_ASM195669v1_genomic.gbff.gz,SRR18503846
GCF_001956715.1_ASM195671v1_genomic.gbff.gz,SRR17245874
GCF_001956735.1_ASM195673v1_genomic.gbff.gz,SRR18590309
GCF_001956755.1_ASM195675v1_genomic.gbff.gz,SRR18435830
GCF_001956795.1_ASM195679v1_genomic.gbff.gz,SRR18435832
GCF_001956815.1_ASM195681v1_genomic.gbff.gz,SRR5042856
GCF_001956965.1_ASM195696v1_genomic.gbff.gz,SRR24413071
GCF_001956985.1_ASM195698v1_genomic.gbff.gz,SRR14663858
GCF_001969085.2_ASM196908v2_genomic.gbff.gz,SRR12958695
GCF_001969095.1_ASM196909v2_genomic.gbff.gz,SRR12958694
GCF_001969145.1_ASM196914v2_genomic.gbff.gz,SRR12958690
GCF_001969165.3_ASM196916v3_genomic.gbff.gz,SRR12958689
GCF_001969245.1_ASM196924v1_genomic.gbff.gz,SRR12958687
GCF_001969265.1_ASM196926v1_genomic.gbff.gz,SRR12958688
GCF_001969285.3_ASM196928v4_genomic.gbff.gz,SRR12958684
GCF_001969305.1_ASM196930v1_genomic.gbff.gz,SRR12958686
GCF_001969325.1_ASM196932v1_genomic.gbff.gz,SRR12958685
GCF_001969345.1_ASM196934v1_genomic.gbff.gz,SRR12958692
GCF_001969365.1_ASM196936v1_genomic.gbff.gz,SRR12958693
GCF_001969385.1_ASM196938v1_genomic.gbff.gz,SRR10394591
GCF_001969405.1_ASM196940v1_genomic.gbff.gz,SRR12958691
GCF_001969425.1_ASM196942v1_genomic.gbff.gz,SRR18516662
GCF_001969445.1_ASM196944v1_genomic.gbff.gz,SRR17883359
GCF_001970835.1_ASM197083v1_genomic.gbff.gz,SRR18505362
GCF_001971475.1_ASM197147v2_genomic.gbff.gz,SRR15412771
GCF_001971565.1_ASM197156v1_genomic.gbff.gz,SRR18559474
GCF_001971585.1_ASM197158v1_genomic.gbff.gz,SRR18560243
GCF_001971605.1_ASM197160v1_genomic.gbff.gz,SRR18560191
GCF_001971625.1_ASM197162v1_genomic.gbff.gz,SRR11249083
GCF_001971645.1_ASM197164v1_genomic.gbff.gz,DRR307033
GCF_001971665.1_ASM197166v1_genomic.gbff.gz,DRR307039
GCF_001971685.1_ASM197168v1_genomic.gbff.gz,DRR307041
GCF_001971725.1_ASM197172v1_genomic.gbff.gz,DRR307044
GCF_001971745.1_ASM197174v1_genomic.gbff.gz,DRR307045
GCF_001971765.1_ASM197176v1_genomic.gbff.gz,DRR307046
GCF_001971785.1_ASM197178v1_genomic.gbff.gz,DRR307047
GCF_001971805.1_ASM197180v1_genomic.gbff.gz,DRR307050
GCF_001972545.2_ASM197254v2_genomic.gbff.gz,DRR307051
GCF_001972625.2_ASM197262v2_genomic.gbff.gz,DRR307052
GCF_001973275.2_ASM197327v2_genomic.gbff.gz,DRR307053
GCF_001973785.2_ASM197378v2_genomic.gbff.gz,DRR307054
GCF_001974965.1_ASM197496v1_genomic.gbff.gz,DRR307055
GCF_001974985.1_ASM197498v1_genomic.gbff.gz,DRR307056
GCF_001975005.1_ASM197500v1_genomic.gbff.gz,DRR307062
GCF_001975025.1_ASM197502v1_genomic.gbff.gz,DRR307075
GCF_001975045.1_ASM197504v1_genomic.gbff.gz,DRR307087
GCF_001975065.1_ASM197506v1_genomic.gbff.gz,DRR307094
GCF_001975085.1_ASM197508v1_genomic.gbff.gz,DRR319913
GCF_001975105.1_ASM197510v1_genomic.gbff.gz,DRR346613
GCF_001975125.1_ASM197512v1_genomic.gbff.gz,DRR346614
GCF_001975145.1_ASM197514v1_genomic.gbff.gz,DRR346616
GCF_001975165.1_ASM197516v1_genomic.gbff.gz,DRR345527
GCF_001975205.1_ASM197520v1_genomic.gbff.gz,DRR345528
GCF_001975225.1_ASM197522v1_genomic.gbff.gz,SRR20705937
GCF_001975245.1_ASM197524v1_genomic.gbff.gz,SRR18670503
GCF_001975265.1_ASM197526v1_genomic.gbff.gz,SRR11290123
GCF_001975285.1_ASM197528v1_genomic.gbff.gz,SRR11290121
GCF_001975305.1_ASM197530v1_genomic.gbff.gz,SRR11290120
GCF_001975325.1_ASM197532v1_genomic.gbff.gz,SRR12084634
GCF_001975345.1_ASM197534v1_genomic.gbff.gz,SRR19433006
GCF_001975365.1_ASM197536v1_genomic.gbff.gz,SRR14430898
GCF_001975385.1_ASM197538v1_genomic.gbff.gz,SRR16588712
GCF_001975405.1_ASM197540v1_genomic.gbff.gz,SRR16962736
GCF_001975425.1_ASM197542v1_genomic.gbff.gz,SRR18511645
GCF_001975445.1_ASM197544v1_genomic.gbff.gz,SRR18511628
GCF_001975515.1_ASM197551v1_genomic.gbff.gz,SRR18511623
GCF_001975555.1_ASM197555v1_genomic.gbff.gz,SRR18511601
GCF_001975605.1_ASM197560v1_genomic.gbff.gz,SRR18568259
GCF_001975625.1_ASM197562v1_genomic.gbff.gz,SRR18568247
GCF_001975645.1_ASM197564v1_genomic.gbff.gz,SRR18335492
GCF_001975665.1_ASM197566v1_genomic.gbff.gz,SRR18335518
GCF_001975685.1_ASM197568v1_genomic.gbff.gz,SRR18335517
GCF_001975705.1_ASM197570v1_genomic.gbff.gz,SRR18335515
GCF_001975955.2_ASM197595v2_genomic.gbff.gz,SRR18335514
GCF_001980585.2_ASM198058v2_genomic.gbff.gz,SRR18335441
GCF_001983935.1_ASM198393v1_genomic.gbff.gz,SRR18335442
GCF_001983955.1_ASM198395v1_genomic.gbff.gz,SRR18335443
GCF_001983975.1_ASM198397v1_genomic.gbff.gz,SRR18335444
GCF_001983995.1_ASM198399v1_genomic.gbff.gz,SRR18335445
GCF_001984015.1_ASM198401v1_genomic.gbff.gz,SRR18335447
GCF_001984035.1_ASM198403v1_genomic.gbff.gz,SRR18335439
GCF_001984445.1_ASM198444v1_genomic.gbff.gz,SRR18335437
GCF_001984465.1_ASM198446v1_genomic.gbff.gz,SRR18335448
GCF_001984825.2_ASM198482v2_genomic.gbff.gz,SRR18335453
GCF_001984925.1_ASM198492v1_genomic.gbff.gz,SRR18335455
GCF_001984945.1_ASM198494v1_genomic.gbff.gz,SRR18335456
GCF_001984965.1_ASM198496v1_genomic.gbff.gz,SRR18335457
GCF_001984985.1_ASM198498v1_genomic.gbff.gz,SRR18335458
GCF_001985005.1_ASM198500v1_genomic.gbff.gz,SRR18335459
GCF_001985025.1_ASM198502v1_genomic.gbff.gz,SRR18335460
GCF_001985045.1_ASM198504v1_genomic.gbff.gz,SRR18335483
GCF_001985065.1_ASM198506v1_genomic.gbff.gz,SRR18335463
GCF_001985085.1_ASM198508v1_genomic.gbff.gz,SRR18335464
GCF_001985105.1_ASM198510v1_genomic.gbff.gz,SRR18335466
GCF_001985125.1_ASM198512v1_genomic.gbff.gz,SRR18335467
GCF_001985145.1_ASM198514v1_genomic.gbff.gz,SRR18335449
GCF_001985165.1_ASM198516v1_genomic.gbff.gz,SRR18335450
GCF_001985205.1_ASM198520v1_genomic.gbff.gz,SRR18335474
GCF_001985225.1_ASM198522v1_genomic.gbff.gz,SRR18335475
GCF_001985245.1_ASM198524v1_genomic.gbff.gz,SRR18335476
GCF_001985265.1_ASM198526v1_genomic.gbff.gz,SRR18335477
GCF_001985285.1_ASM198528v1_genomic.gbff.gz,SRR18335478
GCF_001985305.1_ASM198530v1_genomic.gbff.gz,SRR18335479
GCF_001985325.1_ASM198532v1_genomic.gbff.gz,SRR18335480
GCF_001985345.1_ASM198534v1_genomic.gbff.gz,SRR18335481
GCF_001985365.1_ASM198536v1_genomic.gbff.gz,SRR18335482
GCF_001985385.1_ASM198538v1_genomic.gbff.gz,SRR18335505
GCF_001985405.1_ASM198540v1_genomic.gbff.gz,SRR18335486
GCF_001985425.1_ASM198542v1_genomic.gbff.gz,SRR18335487
GCF_001985445.1_ASM198544v1_genomic.gbff.gz,SRR18335489
GCF_001985465.1_ASM198546v1_genomic.gbff.gz,SRR18335490
GCF_001985485.1_ASM198548v1_genomic.gbff.gz,SRR18335469
GCF_001985505.1_ASM198550v1_genomic.gbff.gz,SRR18335470
GCF_001985525.1_ASM198552v1_genomic.gbff.gz,SRR18335471
