RefSeq_ID,SRA_ID,Run_accession_ID,Assembly_ID
GCF_000019985.1,NA,NA,ASM1998v1
GCF_000020005.1,SRS1689544,SRR4239897,ASM2000v1
GCF_000020025.1,NA,NA,ASM2002v1
GCF_000020045.1,NA,NA,ASM2004v1
GCF_000020065.1,NA,NA,ASM2006v1
GCF_000020105.1,NA,NA,ASM2010v1
GCF_000020125.1,NA,NA,ASM2012v1
GCF_000020145.1,SRS000228,NA,ASM2014v1
GCF_000020165.1,NA,NA,ASM2016v1
GCF_000020185.1,NA,NA,ASM2018v1
GCF_000020225.1,SRS139114,NA,ASM2022v1
GCF_000020245.1,NA,NA,ASM2024v1
GCF_000020265.1,NA,NA,ASM2026v1
GCF_000020285.1,NA,NA,ASM2028v1
GCF_000020305.1,NA,NA,ASM2030v1
GCF_000020325.1,NA,NA,ASM2032v1
GCF_000020345.1,NA,NA,ASM2034v1
GCF_000020365.1,NA,NA,ASM2036v1
GCF_000020385.1,SRS211712,NA,ASM2038v1
GCF_000020405.1,NA,NA,ASM2040v1
GCF_000020425.1,NA,NA,ASM2042v1
GCF_000020445.1,SRS000235,NA,ASM2044v1
GCF_000020465.1,NA,NA,ASM2046v1
GCF_000020485.1,SRS211715,NA,ASM2048v1
GCF_000020505.1,NA,NA,ASM2050v1
GCF_000020525.1,NA,NA,ASM2052v1
GCF_000020565.1,SRS000505,NA,ASM2056v1
GCF_000020585.3,NA,NA,ASM2058v3
GCF_000020605.1,NA,NA,ASM2060v1
GCF_000020625.1,NA,NA,ASM2062v1
GCF_000020645.1,NA,NA,ASM2064v1
GCF_000020665.1,SRS211733,NA,ASM2066v1
GCF_000020685.1,NA,NA,ASM2068v1
GCF_000020705.1,NA,NA,ASM2070v1
GCF_000020725.1,NA,NA,ASM2072v1
GCF_000020745.1,NA,NA,ASM2074v1
GCF_000020765.1,NA,NA,ASM2076v1
GCF_000020805.1,SRS000227,NA,ASM2080v1
GCF_000020825.1,NA,NA,ASM2082v1
GCF_000020865.1,SRS1539764,NA,ASM2086v1
GCF_000020885.1,NA,NA,ASM2088v1
GCF_000020925.1,NA,NA,ASM2092v1
GCF_000020945.1,NA,NA,ASM2094v1
GCF_000020965.1,NA,NA,ASM2096v1
GCF_000020985.1,NA,NA,ASM2098v1
GCF_000021005.1,NA,NA,ASM2100v1
GCF_000021025.1,NA,NA,ASM2102v1
GCF_000021045.1,NA,NA,ASM2104v1
GCF_000021065.1,SRS1689603,SRR4240356,ASM2106v1
GCF_000021085.1,NA,NA,ASM2108v1
GCF_000021125.1,NA,NA,ASM2112v1
GCF_000021165.1,NA,NA,ASM2116v1
GCF_000021185.1,NA,NA,ASM2118v1
GCF_000021205.1,NA,NA,ASM2120v1
GCF_000021225.1,NA,NA,ASM2122v1
GCF_000021245.2,SRS922877,SRR1997868,ASM2124v2
GCF_000021265.1,NA,NA,ASM2126v1
GCF_000021285.1,NA,NA,ASM2128v1
GCF_000021305.1,NA,NA,ASM2130v1
GCF_000021325.1,NA,NA,ASM2132v1
GCF_000021345.1,SRS000974,NA,ASM2134v1
GCF_000021365.1,NA,NA,ASM2136v1
GCF_000021405.1,NA,NA,ASM2140v1
GCF_000021425.1,NA,NA,ASM2142v1
GCF_000021445.1,NA,NA,ASM2144v1
GCF_000021465.1,NA,NA,ASM2146v1
GCF_000021485.1,NA,NA,ASM2148v1
GCF_000021505.1,NA,NA,ASM2150v1
GCF_000021525.1,NA,NA,ASM2152v1
GCF_000021545.1,NA,NA,ASM2154v1
GCF_000021565.1,NA,NA,ASM2156v1
GCF_000021605.1,NA,NA,ASM2160v1
GCF_000021625.1,NA,NA,ASM2162v1
GCF_000021645.1,SRS003450,NA,ASM2164v1
GCF_000021665.1,SRS211730,NA,ASM2166v1
GCF_000021685.1,NA,NA,ASM2168v1
GCF_000021725.1,NA,NA,ASM2172v1
GCF_000021745.1,SRS000231,SRR4240291,ASM2174v1
GCF_000021765.1,SRS000234,NA,ASM2176v1
GCF_000021785.1,NA,NA,ASM2178v1
GCF_000021805.1,SRS000496,NA,ASM2180v1
GCF_000021825.1,SRS000504,NA,ASM2182v1
GCF_000021845.1,SRS000223,NA,ASM2184v1
GCF_000021865.1,NA,NA,ASM2186v1
GCF_000021885.1,NA,NA,ASM2188v1
GCF_000021905.1,SRS000225,NA,ASM2190v1
GCF_000021925.1,NA,NA,ASM2192v1
GCF_000021945.1,SRS211704,NA,ASM2194v1
GCF_000021985.1,SRS001901,NA,ASM2198v1
GCF_000022005.1,NA,NA,ASM2200v1
GCF_000022025.1,SRS000237,NA,ASM2202v1
GCF_000022065.1,SRS211705,NA,ASM2206v1
GCF_000022085.1,SRS000229,NA,ASM2208v1
GCF_000022105.1,NA,NA,ASM2210v1
GCF_000022145.1,SRS000236,NA,ASM2214v1
GCF_000022165.1,SRS5919903,NA,ASM2216v1
GCF_000022225.1,NA,NA,ASM2222v1
GCF_000022245.1,NA,NA,ASM2224v1
GCF_000022265.1,SRS211713,NA,ASM2226v1
GCF_000022285.1,NA,NA,ASM2228v1
GCF_000022305.1,SRS001902,NA,ASM2230v1
GCF_000022325.1,SRS1689601,SRR4240353,ASM2232v1
GCF_000022345.1,NA,NA,ASM2234v1
GCF_000022505.1,NA,NA,ASM2250v1
GCF_000022525.1,NA,NA,ASM2252v1
GCF_000022565.1,NA,NA,ASM2256v1
GCF_000022585.1,NA,NA,ASM2258v1
GCF_000022605.2,NA,NA,ASM2260v1
GCF_000022625.1,NA,NA,ASM2262v1
GCF_000022645.2,SRS1365662,NA,ASM2264v1
GCF_000022665.1,NA,NA,ASM2266v1
GCF_000022685.1,NA,NA,ASM2268v1
GCF_000022705.1,NA,NA,ASM2270v1
GCF_000022725.1,NA,NA,ASM2272v1
GCF_000022745.1,NA,NA,ASM2274v1
GCF_000022765.1,NA,NA,ASM2276v1
GCF_000022785.1,NA,NA,ASM2278v1
GCF_000022805.1,NA,NA,ASM2280v1
GCF_000022825.1,NA,NA,ASM2282v1
GCF_000022845.1,NA,NA,ASM2284v1
GCF_000022865.1,NA,NA,ASM2286v1
GCF_000022885.2,NA,NA,ASM2288v2
GCF_000022905.1,NA,NA,ASM2290v1
GCF_000022925.1,NA,NA,ASM2292v1
GCF_000022945.1,NA,NA,ASM2294v1
GCF_000022965.1,NA,NA,ASM2296v1
GCF_000022985.1,NA,NA,ASM2298v1
GCF_000023005.1,NA,NA,ASM2300v1
GCF_000023025.1,NA,NA,ASM2302v1
GCF_000023045.1,NA,NA,ASM2304v1
GCF_000023065.1,SRS1566139,SRR3925804,ASM2306v1
GCF_000023085.1,NA,NA,ASM2308v1
GCF_000023105.1,SRS1689580,SRR4240076,ASM2310v1
GCF_000023125.1,NA,NA,ASM2312v1
GCF_000023145.1,NA,NA,ASM2314v1
GCF_000023165.1,NA,NA,ASM2316v1
GCF_000023185.1,SRS001019,NA,ASM2318v1
GCF_000023205.1,SRS000497,SRR4239829,ASM2320v1
GCF_000023225.1,SRS003381,NA,ASM2322v1
GCF_000023245.1,SRS002071,SRR3924417,ASM2324v1
GCF_000023265.1,SRS1565128,SRR3924038,ASM2326v1
GCF_000023285.1,SRS002078,NA,ASM2328v1
GCF_000023305.1,NA,NA,ASM2330v1
GCF_000023325.1,SRS002035,NA,ASM2332v1
GCF_000023365.1,SRS1689600,NA,ASM2336v1
GCF_000023405.1,SRS004120,SRR4240094,ASM2340v1
GCF_000023445.1,SRS002037,NA,ASM2344v1
GCF_000023465.1,NA,NA,ASM2346v1
GCF_000023545.1,SRS1566005,NA,ASM2354v1
GCF_000023565.1,SRS1566008,NA,ASM2356v1
GCF_000023585.1,SRS000233,NA,ASM2358v1
GCF_000023605.1,SRS1566050,NA,ASM2360v1
GCF_000023625.1,SRS281881,SRR1103547,ASM2362v1
GCF_000023665.1,SRS003441,NA,ASM2366v1
GCF_000023685.1,NA,NA,ASM2368v1
GCF_000023705.1,SRS085400,SRR060928,ASM2370v1
GCF_000023725.1,NA,NA,ASM2372v1
GCF_000023745.1,SRS1566422,SRR3926172,ASM2374v1
GCF_000023765.2,NA,NA,ASM2376v2
GCF_000023785.1,SRS1566067,SRR3925729,ASM2378v1
GCF_000023805.1,NA,NA,ASM2380v1
GCF_000023825.1,SRS842341,SRR1796751,ASM2382v1
GCF_000023845.1,SRS1689561,SRR4239988,ASM2384v1
GCF_000023865.1,NA,NA,ASM2386v1
GCF_000023885.1,SRS1689560,SRR4239978,ASM2388v1
GCF_000023905.1,SRS003308,NA,ASM2390v1
GCF_000023925.1,NA,NA,ASM2392v1
GCF_000024005.1,SRS002082,SRR3924019,ASM2400v1
GCF_000024025.1,NA,NA,ASM2402v1
GCF_000024065.1,SRS1689584,SRR4240081,ASM2406v1
GCF_000024085.1,SRS003383,NA,ASM2408v1
GCF_000024105.1,SRS002075,SRR3924069,ASM2410v1
GCF_000024125.1,NA,NA,ASM2412v1
GCF_000024145.1,NA,NA,ASM2414v1
GCF_000024205.1,NA,NA,ASM2420v1
GCF_000024225.1,SRS002074,NA,ASM2422v1
GCF_000024245.1,SRS115019,SRR066227,ASM2424v1
GCF_000024265.1,SRS003309,NA,ASM2426v1
GCF_000024285.1,SRS002068,SRR3924077,ASM2428v1
GCF_000024325.1,NA,NA,ASM2432v1
GCF_000024345.1,SRS1689578,SRR4240071,ASM2434v1
GCF_000024365.1,NA,NA,ASM2436v1
GCF_000024385.1,SRS1689593,SRR4240107,ASM2438v1
GCF_000024405.1,SRS1689598,SRR4240338,ASM2440v1
GCF_000024425.1,SRS003380,SRR1800541,ASM2442v1
GCF_000024445.1,NA,NA,ASM2444v1
GCF_000024465.1,NA,NA,ASM2446v1
GCF_000024505.1,NA,NA,ASM2450v1
GCF_000024525.1,SRS003345,NA,ASM2452v1
GCF_000024545.1,SRS1689586,SRR4240091,ASM2454v1
GCF_000024565.1,SRS003382,NA,ASM2456v1
GCF_000024585.1,NA,NA,ASM2458v1
GCF_000024605.1,NA,NA,ASM2460v1
GCF_000024645.1,SRS1566004,NA,ASM2464v1
GCF_000024665.1,SRS1689599,SRR4240346,ASM2466v1
GCF_000024685.1,SRS152860,NA,ASM2468v1
GCF_000024725.1,NA,NA,ASM2472v1
GCF_000024765.1,SRS1565299,NA,ASM2476v1
GCF_000024785.1,SRS003379,NA,ASM2478v1
GCF_000024805.1,SRS003342,NA,ASM2480v1
GCF_000024825.1,NA,NA,ASM2482v1
GCF_000024845.1,SRS004170,NA,ASM2484v1
GCF_000024865.1,SRS003300,SRR3923876,ASM2486v1
GCF_000024885.1,SRS003399,NA,ASM2488v1
GCF_000024905.1,SRS003341,NA,ASM2490v1
GCF_000024925.1,SRS1689594,SRR4240118,ASM2492v1
GCF_000024945.1,SRS003388,NA,ASM2494v1
GCF_000024965.1,SRS002988,SRR4240109,ASM2496v1
GCF_000024985.1,SRS1689557,SRR4239975,ASM2498v1
GCF_000025005.1,SRS085463,SRR061017,ASM2500v1
GCF_000025025.1,NA,NA,ASM2502v1
GCF_000025045.1,NA,NA,ASM2504v1
GCF_000025065.1,SRS1566002,NA,ASM2506v1
GCF_000025085.1,NA,NA,ASM2508v1
GCF_000025105.1,SRS1564942,NA,ASM2510v1
GCF_000025125.1,NA,NA,ASM2512v1
GCF_000025145.1,NA,NA,ASM2514v1
GCF_000025165.1,NA,NA,ASM2516v1
GCF_000025185.1,SRS121140,SRR072775,ASM2518v1
GCF_000025205.1,NA,NA,ASM2520v1
GCF_000025225.2,SRS008393,NA,ASM2522v1
GCF_000025245.2,SRS8038130,SRR13443640,ASM2524v2
GCF_000025265.1,SRS003297,SRR3924111,ASM2526v1
GCF_000025305.1,SRS1689569,SRR4240069,ASM2530v1
GCF_000025345.1,SRS003396,NA,ASM2534v1
GCF_000025365.1,NA,NA,ASM2536v1
GCF_000025385.1,NA,NA,ASM2538v1
GCF_000025405.2,NA,NA,ASM2540v1
GCF_000025425.1,SRS1015002,NA,ASM2542v1
GCF_000025465.1,SRS1566052,SRR3925609,ASM2546v1
GCF_000025485.1,SRS1565297,SRR3924562,ASM2548v1
GCF_000025545.1,SRS1564928,SRR3923533,ASM2554v1
GCF_000025565.1,NA,NA,ASM2556v1
GCF_000025605.1,SRS1566535,SRR3926514,ASM2560v1
GCF_000025645.1,SRS1564984,NA,ASM2564v1
GCF_000025705.1,SRS1564926,NA,ASM2570v1
GCF_000025725.1,SRS1689566,SRR4240063,ASM2572v1
GCF_000025745.1,NA,NA,ASM2574v1
GCF_000025765.1,SRS001046,NA,ASM2576v1
GCF_000025785.1,SRS059561,NA,ASM2578v1
GCF_000025805.1,NA,NA,ASM2580v1
GCF_000025825.1,NA,NA,ASM2582v1
GCF_000025845.1,NA,NA,ASM2584v1
GCF_000025885.1,SRS1565131,SRR3924067,ASM2588v1
GCF_000025905.1,SRS1566525,SRR3926494,ASM2590v1
GCF_000025925.1,NA,NA,ASM2592v1
GCF_000025945.1,ERS610152,NA,ASM2594v1
GCF_000025965.1,ERS610153,NA,ASM2596v1
GCF_000025985.1,ERS000045,NA,ASM2598v1
GCF_000026005.1,ERS000046,NA,ASM2600v1
GCF_000026025.1,ERS000044,NA,ASM2602v1
GCF_000026065.1,ERS610158,NA,ASM2606v1
GCF_000026085.1,ERS610159,NA,ASM2608v1
GCF_000026105.1,ERS610160,NA,ASM2610v1
GCF_000026125.1,ERS610161,NA,ASM2612v1
GCF_000026145.1,ERS610162,NA,ASM2614v1
GCF_000026185.1,ERS379664,NA,ASM2618v1
GCF_000026205.1,ERS379801,NA,ASM2620v1
GCF_000026225.1,ERS610163,NA,ASM2622v1
GCF_000026245.1,ERS610164,NA,ASM2624v1
GCF_000026265.1,ERS610165,NA,ASM2626v1
GCF_000026285.1,ERS610166,NA,ASM2628v2
GCF_000026345.1,ERS610169,NA,ASM2634v1
GCF_000026405.1,NA,NA,ASM2640v1
GCF_000026445.2,NA,NA,ASM2644v2
GCF_000026485.1,ERS380124,NA,ASM2648v1
GCF_000026505.1,ERS379803,NA,ASM2650v1
GCF_000026525.1,ERS380128,NA,ASM2652v1
GCF_000026545.1,ERS000068,NA,ASM2654v1
GCF_000026565.1,ERS000074,NA,ASM2656v1
GCF_000026585.1,ERS379850,NA,ASM2658v1
GCF_000026605.1,ERS379648,NA,ASM2660v1
GCF_000026645.1,ERS000071,NA,ASM2664v1
GCF_000026665.1,ERS000079,NA,ASM2666v1
GCF_000026685.1,ERS379383,NA,ASM2668v1
GCF_000026705.1,ERS379590,NA,ASM2670v1
GCF_000026725.1,ERS379748,NA,ASM2672v1
GCF_000026745.1,ERS380101,NA,ASM2674v1
GCF_000026905.1,ERS379597,NA,ASM2690v1
GCF_000026925.1,ERS380048,NA,ASM2692v1
GCF_000026965.1,ERS380143,NA,ASM2696v1
GCF_000027025.1,ERS380174,NA,ASM2702v1
GCF_000027045.1,ERS379720,NA,ASM2704v1
GCF_000027065.2,ERS380079,NA,ASM2706v1
GCF_000027085.1,ERS379942,NA,ASM2708v1
GCF_000027125.1,ERS379716,NA,ASM2712v1
GCF_000027145.1,ERS379965,NA,ASM2714v1
GCF_000027165.1,ERS610179,NA,ASM2716v1
GCF_000027185.1,ERS379822,NA,ASM2718v1
GCF_000027205.1,ERS380105,NA,ASM2720v1
GCF_000027225.1,ERS610180,NA,ASM2722v1
GCF_000027265.1,ERS379650,NA,ASM2726v1
GCF_000027305.1,SRS8363689,NA,ASM2730v1
GCF_000027325.1,NA,NA,ASM2732v1
GCF_000027345.1,NA,NA,ASM2734v1
GCF_000039765.1,NA,NA,ASM3976v1
GCF_000043285.1,ERS610182,NA,ASM4328v1
GCF_000046685.1,ERS610183,NA,ASM4668v1
GCF_000046705.1,ERS610184,NA,ASM4670v1
GCF_000046845.1,ERS610185,NA,ASM4684v1
GCF_000047365.1,ERS610186,NA,ASM4736v1
GCF_000048645.1,ERS610187,NA,ASM4864v1
GCF_000048665.1,ERS610188,NA,ASM4866v1
GCF_000050405.1,ERS610189,NA,ASM5040v1
GCF_000050425.1,ERS610190,NA,ASM5042v1
GCF_000054005.1,ERS610191,NA,ASM5400v1
GCF_000055785.1,NA,NA,ASM5578v1
GCF_000055945.1,ERS610192,NA,ASM5594v1
GCF_000056065.1,ERS610193,NA,ASM5606v1
GCF_000058485.1,ERS610194,NA,ASM5848v1
GCF_000060285.1,ERS610195,NA,ASM6028v1
GCF_000060345.1,ERS380074,NA,ASM6034v1
GCF_000061505.1,ERS610196,NA,ASM6150v1
GCF_000062885.1,ERS379932,NA,ASM6288v1
GCF_000063485.1,ERS610198,NA,ASM6348v1
GCF_000063505.1,ERS610199,NA,ASM6350v1
GCF_000063525.1,ERS610200,NA,ASM6352v1
GCF_000063545.1,ERS610201,NA,ASM6354v1
GCF_000063585.1,ERS000067,NA,ASM6358v1
GCF_000063605.1,ERS610203,NA,ASM6360v1
GCF_000064305.2,ERS610204,NA,ASM6430v2
GCF_000067045.1,ERS610205,NA,ASM6704v1
GCF_000067165.1,ERS610206,NA,ASM6716v1
GCF_000067205.1,ERS610207,NA,ASM6720v1
GCF_000068525.2,ERS000077,NA,ASM6852v2
GCF_000068585.1,ERS000065,NA,ASM6858v1
GCF_000069185.1,ERS610211,NA,ASM6918v1
GCF_000069225.1,ERS000066,NA,ASM6922v1
GCF_000069245.1,ERS610214,NA,ASM6924v1
GCF_000069925.1,ERS610216,NA,ASM6992v1
GCF_000069945.1,ERS610217,NA,ASM6994v1
GCF_000069965.1,ERS000070,NA,ASM6996v1
GCF_000070465.1,ERS000042,NA,ASM7046v1
GCF_000070605.1,ERS610220,NA,ASM7060v1
GCF_000072485.1,ERS000075,NA,ASM7248v1
GCF_000083545.1,ERS610223,NA,ASM8354v1
GCF_000083565.1,ERS610224,NA,ASM8356v1
GCF_000085225.1,ERS610225,NA,ASM8522v1
GCF_000085865.1,ERS380007,NA,ASM8586v1
GCF_000087965.2,ERS610226,NA,ASM8796v1
GCF_000089865.1,ERS379533,NA,ASM8986v1
GCF_000090405.2,ERS610227,NA,ASM9040v2
GCF_000090965.1,NA,NA,ASM9096v1
GCF_000091005.1,NA,NA,ASM9100v1
GCF_000091085.2,NA,NA,ASM9108v2
GCF_000091125.1,NA,NA,ASM9112v1
GCF_000091165.1,ERS610229,NA,ASM9116v1
GCF_000091305.1,ERS380170,NA,ASM9130v1
GCF_000091325.1,NA,NA,ASM9132v1
GCF_000091345.1,ERS610231,NA,ASM9134v1
GCF_000091405.1,ERS379908,NA,ASM9140v1
GCF_000091465.1,ERS379452,NA,ASM9146v1
GCF_000091545.1,NA,NA,ASM9154v1
GCF_000091565.1,ERS610232,NA,ASM9156v1
GCF_000091645.1,NA,NA,ASM9164v1
GCF_000091725.1,ERS379740,NA,ASM9172v1
GCF_000091785.1,ERS379470,NA,ASM9178v1
GCF_000091905.1,ERS610234,NA,ASM9190v1
GCF_000091985.1,ERS380135,NA,ASM9198v1
GCF_000092025.1,NA,NA,ASM9202v1
GCF_000092045.1,NA,NA,ASM9204v1
GCF_000092105.1,SRS1565069,SRR3923938,ASM9210v1
GCF_000092125.1,SRS1565045,SRR3923819,ASM9212v1
GCF_000092165.1,NA,NA,ASM9216v1
GCF_000092205.1,SRS1565795,SRR3925114,ASM9220v1
GCF_000092225.1,SRS003344,NA,ASM9222v1
GCF_000092245.1,SRS1689595,SRR4240275,ASM9224v1
GCF_000092265.1,NA,NA,ASM9226v1
GCF_000092285.1,SRS1565798,NA,ASM9228v1
GCF_000092325.1,NA,NA,ASM9232v1
GCF_000092345.1,NA,NA,ASM9234v1
GCF_000092365.1,SRS1565134,SRR3924079,ASM9236v1
GCF_000092385.1,NA,NA,ASM9238v1
GCF_000092405.1,SRS1565071,SRR3923944,ASM9240v1
GCF_000092425.1,SRS1565072,SRR3923950,ASM9242v1
GCF_000092445.1,SRS1566545,NA,ASM9244v1
GCF_000092485.1,SRS269365,NA,ASM9248v1
GCF_000092505.1,NA,NA,ASM9250v1
GCF_000092525.1,NA,NA,ASM9252v1
GCF_000092545.1,NA,NA,ASM9254v1
GCF_000092565.1,NA,NA,ASM9256v1
GCF_000092585.1,NA,NA,ASM9258v1
GCF_000092625.1,NA,NA,ASM9262v1
GCF_000092645.1,SRS003302,NA,ASM9264v1
GCF_000092665.1,NA,NA,ASM9266v1
GCF_000092685.1,NA,NA,ASM9268v1
GCF_000092705.1,NA,NA,ASM9270v1
GCF_000092725.1,NA,NA,ASM9272v1
GCF_000092745.1,NA,NA,ASM9274v1
GCF_000092765.1,NA,NA,ASM9276v1
GCF_000092785.1,NA,NA,ASM9278v1
GCF_000092805.1,NA,NA,ASM9280v1
GCF_000092825.1,SRS1565065,SRR3923912,ASM9282v1
GCF_000092845.1,SRS002077,SRR3924040,ASM9284v1
GCF_000092865.1,SRS1565268,SRR3924473,ASM9286v1
GCF_000092885.1,SRS1566405,SRR3926120,ASM9288v1
GCF_000092905.1,SRS085451,SRR060990,ASM9290v1
GCF_000092925.1,SRS1565800,SRR3925138,ASM9292v1
GCF_000092945.1,SRS1566064,SRR3925708,ASM9294v1
GCF_000092965.1,SRS1565025,NA,ASM9296v1
GCF_000092985.1,SRS1689581,SRR4240079,ASM9298v1
GCF_000093005.1,SRS074127,NA,ASM9300v1
GCF_000093025.1,SRS1566420,SRR3926168,ASM9302v1
GCF_000093065.1,NA,NA,ASM9306v1
GCF_000093085.1,SRS000222,NA,ASM9308v1
GCF_000093125.2,NA,NA,ASM9312v2
GCF_000093145.3,NA,NA,ASM9314v2
GCF_000093165.1,NA,NA,ASM9316v1
GCF_000093185.1,SRS003436,NA,ASM9318v1
GCF_000143085.1,NA,NA,ASM14308v1
GCF_000143145.1,SRS1565799,NA,ASM14314v1
GCF_000143165.1,SRS1566460,SRR3926316,ASM14316v1
GCF_000143205.1,NA,NA,ASM14320v1
GCF_000143225.1,NA,NA,ASM14322v1
GCF_000143435.1,NA,NA,ASM14343v1
GCF_000143605.1,NA,NA,ASM14360v1
GCF_000143685.1,NA,NA,ASM14368v1
GCF_000143705.2,NA,NA,ASM14370v2
GCF_000143725.1,NA,NA,ASM14372v1
GCF_000143845.1,SRS084962,SRR3923864,ASM14384v1
GCF_000143865.1,NA,NA,ASM14386v1
GCF_000143885.2,NA,NA,ASM14388v2
GCF_000143945.1,NA,NA,ASM14394v1
GCF_000143965.1,SRS1565137,SRR3924109,ASM14396v1
GCF_000143985.1,SRS085351,SRR3923893,ASM14398v1
GCF_000144405.1,SRS002088,NA,ASM14440v1
GCF_000144605.1,SRS009823,NA,ASM14460v1
GCF_000144625.1,SRS085111,NA,ASM14462v1
GCF_000144645.1,SRS258395,SRR3923946,ASM14464v1
GCF_000144675.2,NA,NA,ASM14467v2
GCF_000144695.1,SRS084966,SRR3924029,ASM14469v1
GCF_000144935.2,NA,NA,ASM14493v3
GCF_000144955.2,SRS14950030,SRR21386014,ASM14495v2
GCF_000145035.1,NA,NA,ASM14503v1
GCF_000145215.1,SRS258396,NA,ASM14521v1
GCF_000145235.1,SRS008325,NA,ASM14523v1
GCF_000145255.1,SRS003264,NA,ASM14525v1
GCF_000145275.1,SRS003400,NA,ASM14527v1
GCF_000145595.1,NA,NA,ASM14559v1
GCF_000145615.1,SRS003184,NA,ASM14561v1
GCF_000145705.1,NA,NA,ASM14570v1
GCF_000145825.2,NA,NA,ASM14582v2
GCF_000145845.2,SRS10252321,SRR15988725,ASM14584v2
GCF_000145945.2,SRS5249173,SRR9943114,ASM14594v2
GCF_000146005.2,SRS3667401,SRR7690596,ASM14600v2
GCF_000146025.2,NA,NA,ASM14602v1
GCF_000146065.2,ERS379609,NA,ASM14606v1
GCF_000146165.2,NA,NA,ASM14616v2
GCF_000146185.1,NA,NA,ASM14618v1
GCF_000146265.3,NA,NA,ASM14626v4
GCF_000146305.1,NA,NA,ASM14630v1
GCF_000146505.1,NA,NA,ASM14650v1
GCF_000146565.1,NA,NA,ASM14656v1
GCF_000146875.3,SRS2823703,SRR6459502,ASM14687v2
GCF_000146975.1,NA,NA,ASM14697v1
GCF_000147015.1,NA,NA,ASM14701v1
GCF_000147035.1,NA,NA,ASM14703v1
GCF_000147055.1,NA,NA,ASM14705v1
GCF_000147075.1,NA,NA,ASM14707v1
GCF_000147095.1,NA,NA,ASM14709v1
GCF_000147335.1,SRS000961,NA,ASM14733v1
GCF_000147355.1,SRS258397,SRR3923940,ASM14735v1
GCF_000147695.2,SRS084394,NA,ASM14769v3
GCF_000147715.2,SRS086246,SRR3926971,ASM14771v3
GCF_000147735.2,SRS084967,SRR3927263,ASM14773v3
GCF_000147775.2,SRS085077,SRR3926162,ASM14777v3
GCF_000147795.2,SRS085033,SRR3926174,ASM14779v3
GCF_000147815.2,SRS084959,NA,ASM14781v3
GCF_000147835.2,SRS084804,NA,ASM14783v3
GCF_000148365.1,NA,NA,ASM14836v1
GCF_000148405.1,NA,NA,ASM14840v1
GCF_000148585.2,NA,NA,ASM14858v3
GCF_000148605.1,SRS085789,NA,ASM14860v1
GCF_000148625.1,NA,NA,ASM14862v1
GCF_000148645.1,SRS117160,SRR3924017,ASM14864v1
GCF_000148665.1,NA,NA,ASM14866v1
GCF_000148705.1,NA,NA,ASM14870v1
GCF_000148815.2,NA,NA,ASM14881v1
GCF_000148855.1,NA,NA,ASM14885v1
GCF_000148875.1,NA,NA,ASM14887v1
GCF_000148895.1,NA,NA,ASM14889v1
GCF_000148915.1,NA,NA,ASM14891v1
GCF_000148935.1,NA,NA,ASM14893v1
GCF_000152065.3,NA,NA,ASM15206v3
GCF_000152165.1,NA,NA,ASM15216v1
GCF_000152245.2,NA,NA,ASM15224v2
GCF_000152825.2,NA,NA,ASM15282v2
GCF_000152925.2,NA,NA,ASM15292v3
GCF_000152945.2,NA,NA,ASM15294v2
GCF_000153165.2,NA,NA,ASM15316v2
GCF_000153405.2,SRS211653,NA,ASM15340v2
GCF_000153485.2,NA,NA,ASM15348v2
GCF_000153685.2,NA,NA,ASM15368v2
GCF_000154585.2,NA,NA,ASM15458v2
GCF_000154605.2,SRS005175,SRR024353,ASM15460v2
GCF_000154745.2,NA,NA,ASM15474v2
GCF_000154765.2,NA,NA,ASM15476v2
GCF_000154785.2,NA,NA,ASM15478v2
GCF_000155515.2,NA,NA,ASM15551v2
GCF_000155675.2,NA,NA,ASM15567v2
GCF_000155735.2,NA,NA,ASM15573v2
GCF_000156855.2,NA,NA,ASM15685v2
GCF_000156995.2,SRS5697134,SRR10502107,ASM15699v2
GCF_000157355.2,NA,NA,ASM15735v2
GCF_000157895.3,NA,NA,ASM15789v2
GCF_000158275.2,NA,NA,ASM15827v2
GCF_000159155.2,SRS001927,NA,ASM15915v2
GCF_000159455.2,SRS001961,NA,ASM15945v2
GCF_000159535.2,SRS002523,NA,ASM15953v2
GCF_000160335.2,SRS003267,NA,ASM16033v2
GCF_000161795.2,NA,NA,ASM16179v2
GCF_000162235.2,NA,NA,ASM16223v2
GCF_000163055.2,NA,NA,ASM16305v2
GCF_000163615.3,NA,NA,ASM16361v3
GCF_000163895.2,NA,NA,ASM16389v2
GCF_000163915.2,NA,NA,ASM16391v2
GCF_000164015.3,NA,NA,ASM16401v3
GCF_000164675.2,SRS115141,NA,ASM16467v2
GCF_000164695.2,SRS121483,NA,ASM16469v2
GCF_000164865.1,SRS118287,SRR3925721,ASM16486v1
GCF_000164885.1,NA,NA,ASM16488v1
GCF_000164905.1,SRS152857,SRR3924024,ASM16490v1
GCF_000164965.1,NA,NA,ASM16496v1
GCF_000164985.3,NA,NA,ASM16498v2
GCF_000165465.1,SRS107544,SRR3924296,ASM16546v1
GCF_000165485.1,NA,NA,ASM16548v1
GCF_000165505.1,SRS117991,SRR3925271,ASM16550v1
GCF_000165525.1,NA,NA,ASM16552v1
GCF_000165575.1,NA,NA,ASM16557v1
GCF_000165715.2,SRS107543,SRR3927318,ASM16571v3
